Customer_number,age,job,marital,education,Annual Income,Gender
39833,23,services,single,secondary,347598,M
39834,23,admin.,married,secondary,1811535,M
39835,24,technician,single,secondary,347364,M
39836,28,blue-collar,married,primary,1207353,M
39837,34,blue-collar,single,primary,2929741,F
39838,31,admin.,single,secondary,347023,M
39839,28,services,single,secondary,4749558,M
39840,32,management,married,tertiary,944246,M
39841,50,entrepreneur,married,tertiary,947199,M
39842,24,technician,single,secondary,3820742,M
39843,27,management,single,tertiary,3888779,M
39844,33,services,married,secondary,1568856,F
39845,22,services,single,secondary,4750336,M
39846,34,blue-collar,married,primary,4066287,M
39847,32,blue-collar,single,secondary,4951251,M
39848,32,management,single,tertiary,4816408,M
39849,32,services,single,secondary,3620867,M
39850,36,management,single,tertiary,3527423,M
39851,33,management,single,tertiary,1100502,M
39852,43,blue-collar,married,primary,1306938,M
39853,26,blue-collar,single,secondary,2594727,M
39854,24,services,single,secondary,346095,F
39855,41,blue-collar,married,primary,341471,F
39856,32,technician,single,secondary,3477402,F
39857,32,self-employed,married,secondary,341401,M
39858,31,technician,single,secondary,340852,F
39859,26,technician,single,secondary,2684837,F
39860,35,blue-collar,married,secondary,813207,F
39861,25,admin.,single,secondary,2798920,F
39862,30,admin.,single,secondary,3759837,F
39863,37,blue-collar,single,secondary,3796093,F
39864,27,services,married,secondary,1588112,M
39865,33,services,married,secondary,340603,F
39866,36,entrepreneur,married,secondary,1176371,F
39867,29,admin.,single,secondary,741805,M
39868,41,services,married,primary,3046611,F
39869,56,management,divorced,tertiary,2101930,M
39870,33,admin.,single,secondary,3435951,M
39871,32,services,single,tertiary,2914014,M
39872,33,entrepreneur,married,tertiary,1174342,M
39873,30,technician,single,secondary,4701042,F
39874,33,blue-collar,married,secondary,2392571,M
39875,35,blue-collar,married,primary,445746,M
39876,33,blue-collar,married,secondary,4124501,M
39877,26,management,single,tertiary,336951,M
39878,48,management,single,tertiary,3643082,M
39879,31,blue-collar,married,primary,2276259,F
39880,27,blue-collar,single,primary,335190,F
39881,43,blue-collar,married,secondary,1544110,M
39882,26,student,single,tertiary,3685654,M
39883,37,admin.,divorced,unknown,950742,F
39884,31,technician,married,tertiary,663305,F
39885,28,management,single,tertiary,3976734,M
39886,31,management,single,tertiary,4179309,F
39887,32,admin.,single,secondary,572591,M
39888,33,admin.,single,secondary,1637061,M
39889,24,services,single,secondary,2203379,F
39890,29,blue-collar,married,secondary,1483268,F
39891,43,management,single,tertiary,673682,M
39892,34,self-employed,single,secondary,1692520,M
39893,40,blue-collar,married,primary,1182929,F
39894,23,student,single,secondary,2675029,M
39895,35,blue-collar,married,primary,1954106,M
39896,44,management,divorced,secondary,2141053,F
39897,37,admin.,divorced,secondary,4297146,F
39898,53,services,single,secondary,2622744,F
39899,43,entrepreneur,married,secondary,334866,M
39900,33,admin.,single,secondary,3380527,F
39901,29,technician,single,secondary,2067722,M
39902,42,blue-collar,single,unknown,660853,F
39903,23,services,single,secondary,4834659,F
39904,44,entrepreneur,married,primary,2347757,M
39905,29,management,single,tertiary,2803629,F
39906,40,entrepreneur,married,secondary,3370620,F
39907,29,blue-collar,married,primary,1031772,M
39908,32,blue-collar,single,secondary,2207939,M
39909,33,management,married,secondary,1651668,F
39910,58,blue-collar,married,secondary,1395009,M
39911,44,blue-collar,single,primary,202240,M
39912,27,blue-collar,married,secondary,3515723,M
39913,29,technician,single,secondary,4047630,M
39914,42,blue-collar,married,secondary,865518,M
39915,25,blue-collar,single,secondary,385453,F
39916,31,blue-collar,married,primary,2827515,M
39917,27,management,single,secondary,4300214,M
39918,26,self-employed,single,tertiary,3362744,F
39919,33,blue-collar,single,secondary,332025,F
39920,37,blue-collar,married,secondary,331461,F
39921,27,blue-collar,single,primary,4155125,M
39922,24,blue-collar,single,secondary,4883756,F
39923,31,management,single,secondary,3381408,M
39924,29,admin.,single,secondary,2356240,M
39925,24,technician,single,secondary,3374804,F
39926,32,services,single,secondary,1480292,M
39927,31,blue-collar,single,secondary,2708205,F
39928,28,admin.,single,secondary,2091555,F
39929,32,technician,single,tertiary,331212,M
39930,41,admin.,divorced,secondary,2423848,F
39931,38,blue-collar,single,primary,603791,M
39932,30,technician,married,secondary,3473665,F
39933,24,admin.,single,secondary,4838567,M
39934,25,blue-collar,married,secondary,365934,M
39935,24,services,single,secondary,4366814,M
39936,31,blue-collar,married,secondary,3737908,M
39937,29,housemaid,married,tertiary,4110033,F
39938,27,technician,married,secondary,4875589,M
39939,43,blue-collar,married,primary,782334,M
39940,30,blue-collar,single,secondary,983017,M
39941,41,blue-collar,divorced,primary,330567,M
39942,44,admin.,married,secondary,4977255,M
39943,44,blue-collar,married,primary,500996,F
39944,36,management,single,tertiary,2544699,M
39945,31,management,married,tertiary,1905833,M
39946,26,blue-collar,married,secondary,1553315,F
39947,26,blue-collar,single,secondary,2194698,F
39948,33,blue-collar,married,primary,2800498,F
39949,47,technician,married,secondary,704522,M
39950,57,admin.,married,secondary,2333572,M
39951,32,admin.,single,secondary,1472892,M
39952,29,technician,single,secondary,3624427,M
39953,30,services,single,secondary,806590,F
39954,44,blue-collar,married,secondary,920107,F
39955,23,services,single,secondary,471534,M
39956,27,blue-collar,single,secondary,4212079,M
39957,31,admin.,single,tertiary,1328098,M
39958,30,services,single,secondary,430324,M
39959,28,admin.,single,secondary,328503,M
39960,28,services,single,secondary,1833130,M
39961,32,management,single,tertiary,1714819,F
39962,40,blue-collar,married,unknown,1173694,F
39963,28,blue-collar,single,secondary,1327854,M
39964,36,blue-collar,married,primary,704614,M
39965,36,services,divorced,tertiary,922501,F
39966,29,admin.,married,secondary,328111,M
39967,36,admin.,married,secondary,325957,F
39968,34,blue-collar,married,primary,4971677,F
39969,23,services,single,secondary,1824426,F
39970,39,blue-collar,married,secondary,4534141,M
39971,33,blue-collar,married,primary,4065948,M
39972,32,management,single,tertiary,4276578,F
39973,33,technician,single,tertiary,840557,M
39974,34,entrepreneur,married,tertiary,4788076,M
39975,32,services,married,secondary,324793,F
39976,30,blue-collar,single,secondary,4758660,F
39977,35,technician,married,secondary,4172412,M
39978,53,blue-collar,divorced,primary,3299824,M
39979,29,admin.,single,secondary,1320356,M
39980,33,services,single,secondary,2630035,M
39981,27,technician,married,tertiary,3270341,F
39982,25,technician,single,secondary,2074277,F
39983,29,technician,married,secondary,1929375,M
39984,27,admin.,single,secondary,4832839,M
39985,23,blue-collar,single,secondary,3031338,F
39986,38,entrepreneur,single,tertiary,323601,M
39987,30,management,single,tertiary,4729933,M
39988,35,self-employed,single,tertiary,3961716,M
39989,29,management,married,tertiary,4297085,M
39990,31,admin.,single,secondary,3870590,M
39991,29,admin.,single,secondary,4107849,M
39992,42,blue-collar,single,primary,322825,F
39993,29,admin.,married,secondary,1354768,M
39994,35,admin.,single,secondary,3475747,M
39995,27,services,single,secondary,322282,M
39996,48,admin.,divorced,secondary,321782,M
39997,28,admin.,married,secondary,321293,M
39998,28,services,single,secondary,3230031,M
39999,54,services,married,secondary,874799,M
40000,33,admin.,married,secondary,1171337,M
40001,26,management,single,tertiary,3243825,M
40002,33,blue-collar,married,secondary,679097,M
40003,30,technician,married,secondary,320303,M
40004,26,blue-collar,married,secondary,1414026,M
40005,33,management,divorced,tertiary,445772,M
40006,58,blue-collar,married,secondary,2720647,M
40007,32,technician,single,secondary,1298454,F
40008,33,technician,single,tertiary,3986893,M
40009,40,services,married,secondary,4526623,M
40010,55,blue-collar,married,secondary,2022782,M
40011,34,blue-collar,married,secondary,2005200,M
40012,52,admin.,single,unknown,2824614,F
40013,22,student,single,secondary,1799490,M
40014,42,management,married,unknown,307360,M
40015,34,blue-collar,married,unknown,3708835,M
40016,30,technician,single,tertiary,4505565,M
40017,29,services,single,secondary,319740,F
40018,28,admin.,single,secondary,2427686,F
40019,32,blue-collar,married,secondary,319690,F
40020,32,admin.,married,secondary,4786178,F
40021,30,blue-collar,single,secondary,2591697,M
40022,30,management,married,tertiary,2029530,M
40023,33,admin.,single,secondary,3797703,F
40024,23,technician,single,secondary,780655,F
40025,27,management,single,tertiary,1408792,M
40026,25,management,married,tertiary,316006,M
40027,48,services,divorced,secondary,314047,M
40028,30,services,married,secondary,4938002,F
40029,39,blue-collar,single,primary,1266636,F
40030,33,services,divorced,secondary,4324747,M
40031,45,admin.,divorced,secondary,2655055,M
40032,38,services,divorced,secondary,1692238,M
40033,37,management,divorced,tertiary,1912679,M
40034,52,blue-collar,married,secondary,313802,F
40035,33,management,single,tertiary,359109,M
40036,43,services,married,secondary,971556,F
40037,30,management,single,secondary,313740,M
40038,32,blue-collar,married,primary,4326535,F
40039,27,management,single,tertiary,4245053,M
40040,29,technician,single,tertiary,1188793,M
40041,36,services,divorced,secondary,287821,M
40042,28,management,married,tertiary,3353921,M
40043,31,management,single,tertiary,2383299,F
40044,37,blue-collar,divorced,primary,1319332,M
40045,31,admin.,single,secondary,3792219,F
40046,38,blue-collar,divorced,secondary,313083,F
40047,29,blue-collar,single,secondary,4505735,M
40048,31,services,single,secondary,391460,F
40049,33,blue-collar,single,secondary,311677,M
40050,38,services,married,unknown,1681917,M
40051,55,retired,divorced,tertiary,3232634,M
40052,32,admin.,single,secondary,1667384,F
40053,30,blue-collar,divorced,primary,2895996,F
40054,35,blue-collar,single,primary,310621,F
40055,25,blue-collar,single,secondary,2371666,M
40056,29,management,single,tertiary,4371029,F
40057,30,self-employed,single,unknown,303881,M
40058,38,admin.,single,secondary,1198208,M
40059,32,admin.,single,secondary,1855717,F
40060,30,blue-collar,single,secondary,227899,M
40061,25,technician,married,tertiary,1338606,M
40062,34,management,single,tertiary,4109532,F
40063,29,blue-collar,single,secondary,2600326,F
40064,42,self-employed,divorced,secondary,4294675,F
40065,32,blue-collar,single,secondary,4489416,M
40066,24,technician,single,tertiary,1617591,F
40067,30,admin.,single,secondary,3240709,F
40068,26,blue-collar,married,secondary,1929830,F
40069,24,services,married,secondary,3767736,M
40070,39,blue-collar,divorced,unknown,1361071,M
40071,31,blue-collar,single,primary,4438603,F
40072,34,blue-collar,single,unknown,303737,F
40073,26,blue-collar,single,primary,776319,F
40074,48,blue-collar,single,unknown,591058,M
40075,30,self-employed,married,tertiary,3886509,M
40076,33,management,married,secondary,2755293,M
40077,47,blue-collar,married,primary,257507,M
40078,27,services,single,secondary,2288564,F
40079,30,management,divorced,tertiary,317741,F
40080,36,housemaid,single,secondary,2059088,M
40081,32,admin.,married,secondary,2154368,M
40082,33,technician,single,unknown,3908451,F
40083,31,technician,single,tertiary,303415,F
40084,28,technician,single,tertiary,3392544,F
40085,30,technician,single,secondary,378737,M
40086,30,blue-collar,married,secondary,303189,M
40087,27,blue-collar,married,unknown,993862,F
40088,23,blue-collar,single,unknown,822766,F
40089,29,blue-collar,married,secondary,3332247,M
40090,33,technician,single,secondary,4072707,M
40091,27,blue-collar,single,primary,3465521,F
40092,29,technician,single,secondary,3696092,M
40093,27,blue-collar,single,secondary,2673324,F
40094,25,services,single,secondary,4694118,F
40095,24,admin.,single,secondary,4463443,M
40096,29,services,single,secondary,4356692,M
40097,32,blue-collar,single,primary,2834777,F
40098,31,management,single,tertiary,300833,M
40099,34,management,single,unknown,4763129,M
40100,29,self-employed,single,tertiary,1147812,M
40101,29,admin.,single,tertiary,4050140,F
40102,56,admin.,single,secondary,3479047,M
40103,29,technician,single,secondary,299043,M
40104,35,management,divorced,unknown,4659317,F
40105,33,admin.,single,tertiary,1925536,F
40106,30,blue-collar,single,unknown,2336709,M
40107,38,entrepreneur,married,tertiary,664193,M
40108,45,technician,divorced,secondary,298291,M
40109,24,blue-collar,single,secondary,293683,M
40110,45,unemployed,single,secondary,415742,F
40111,27,technician,divorced,secondary,3756919,M
40112,53,blue-collar,married,primary,2476921,F
40113,40,blue-collar,single,unknown,4763177,M
40114,26,blue-collar,single,secondary,2275869,F
40115,36,services,single,secondary,3837053,F
40116,21,student,single,tertiary,1326437,M
40117,30,blue-collar,married,primary,291652,M
40118,47,technician,married,secondary,262185,M
40119,39,services,single,primary,2716956,M
40120,28,student,single,tertiary,1845722,M
40121,26,blue-collar,married,primary,4546331,M
40122,28,management,single,tertiary,289309,M
40123,30,blue-collar,single,secondary,3064940,M
40124,26,blue-collar,single,secondary,3973691,M
40125,31,services,single,unknown,1539868,M
40126,27,technician,single,secondary,1768416,M
40127,35,entrepreneur,single,tertiary,1697432,F
40128,34,entrepreneur,single,tertiary,4860996,M
40129,36,admin.,single,secondary,400901,M
40130,34,admin.,single,tertiary,2867172,M
40131,33,admin.,married,secondary,3594161,M
40132,44,admin.,divorced,secondary,1479425,M
40133,34,blue-collar,married,primary,1970363,M
40134,25,services,single,secondary,288631,M
40135,39,blue-collar,married,secondary,3969808,F
40136,34,blue-collar,divorced,secondary,286101,M
40137,32,blue-collar,married,primary,285364,M
40138,26,blue-collar,single,secondary,283660,M
40139,50,technician,divorced,secondary,3571021,M
40140,36,blue-collar,married,secondary,283520,F
40141,29,technician,single,secondary,2291223,F
40142,44,admin.,married,secondary,1221200,M
40143,27,technician,single,secondary,3135065,F
40144,27,management,single,tertiary,4719727,M
40145,60,retired,divorced,secondary,4588465,M
40146,34,admin.,married,secondary,3170216,M
40147,41,management,married,tertiary,2054970,M
40148,57,blue-collar,married,secondary,811077,M
40149,40,blue-collar,married,primary,282236,M
40150,22,admin.,single,secondary,4295767,F
40151,32,blue-collar,married,secondary,279808,M
40152,28,management,single,secondary,527677,M
40153,46,entrepreneur,married,secondary,2661439,F
40154,30,technician,married,secondary,3875289,F
40155,26,blue-collar,single,primary,279672,F
40156,35,admin.,single,secondary,872313,M
40157,40,admin.,divorced,secondary,2931036,M
40158,44,technician,single,secondary,3873417,M
40159,27,technician,married,secondary,2655628,M
40160,30,management,single,tertiary,4702256,M
40161,27,admin.,single,primary,4195292,M
40162,52,blue-collar,married,secondary,3031010,M
40163,31,services,single,secondary,2354537,M
40164,34,technician,married,secondary,4649143,M
40165,35,blue-collar,divorced,secondary,4738994,F
40166,57,services,divorced,primary,2312950,M
40167,27,blue-collar,single,secondary,3232339,F
40168,38,admin.,single,secondary,4760081,M
40169,28,blue-collar,married,secondary,3830145,M
40170,30,admin.,married,secondary,3311854,F
40171,35,admin.,married,secondary,946368,M
40172,23,student,single,secondary,3322426,F
40173,29,admin.,single,secondary,1461964,F
40174,30,services,divorced,secondary,4195212,F
40175,30,admin.,single,secondary,3511047,F
40176,47,services,divorced,secondary,279358,M
40177,54,retired,divorced,secondary,3134376,M
40178,34,technician,divorced,secondary,1121913,F
40179,28,technician,single,secondary,1918197,F
40180,38,management,single,tertiary,3009313,M
40181,28,blue-collar,single,secondary,2272618,M
40182,30,management,single,tertiary,857329,F
40183,36,technician,single,secondary,857217,F
40184,37,blue-collar,married,secondary,2889253,F
40185,36,blue-collar,married,primary,2617762,M
40186,35,blue-collar,single,secondary,278512,M
40187,27,blue-collar,single,secondary,2022273,F
40188,29,management,single,tertiary,488685,F
40189,30,technician,single,secondary,3206146,M
40190,33,blue-collar,divorced,secondary,876331,F
40191,27,blue-collar,single,secondary,3991444,M
40192,43,services,single,secondary,277765,M
40193,35,management,single,tertiary,277685,F
40194,23,blue-collar,single,secondary,3913322,M
40195,40,technician,married,tertiary,884452,M
40196,32,admin.,single,unknown,680111,M
40197,25,blue-collar,single,primary,1591699,M
40198,33,admin.,single,secondary,277404,M
40199,24,services,single,secondary,3534112,F
40200,25,blue-collar,single,secondary,1849433,M
40201,32,management,married,tertiary,2392140,M
40202,28,entrepreneur,single,tertiary,4419915,M
40203,27,unemployed,single,secondary,1950594,M
40204,42,blue-collar,married,primary,3104662,M
40205,56,admin.,married,secondary,3088149,M
40206,40,technician,single,secondary,2121455,F
40207,34,blue-collar,single,primary,313280,M
40208,29,entrepreneur,single,tertiary,310234,F
40209,30,retired,single,secondary,4204846,M
40210,34,management,single,tertiary,277307,M
40211,46,entrepreneur,divorced,tertiary,579707,M
40212,49,management,married,tertiary,4793373,F
40213,33,blue-collar,married,secondary,3283809,M
40214,22,management,single,tertiary,1365997,M
40215,32,technician,single,tertiary,1605950,F
40216,25,management,married,tertiary,1422628,F
40217,31,technician,single,tertiary,276164,F
40218,33,blue-collar,married,secondary,2696389,M
40219,33,technician,single,secondary,3289383,M
40220,29,blue-collar,divorced,unknown,1526590,F
40221,29,management,married,tertiary,472428,F
40222,37,admin.,single,secondary,1450454,M
40223,34,blue-collar,married,secondary,4416153,F
40224,23,student,single,secondary,1735890,M
40225,34,management,married,tertiary,1443847,M
40226,26,services,single,primary,276003,M
40227,30,management,married,tertiary,2676672,M
40228,37,blue-collar,married,secondary,275218,F
40229,28,blue-collar,married,primary,4602450,M
40230,22,student,single,primary,2724334,F
40231,35,admin.,single,secondary,1741151,F
40232,51,blue-collar,single,primary,2455191,M
40233,33,management,single,secondary,606606,F
40234,27,entrepreneur,married,secondary,3251323,M
40235,29,blue-collar,married,secondary,2966500,F
40236,34,admin.,married,secondary,4122226,M
40237,59,retired,divorced,primary,1173715,F
40238,35,management,single,tertiary,2481239,F
40239,27,blue-collar,single,secondary,4161140,M
40240,26,blue-collar,single,secondary,272996,M
40241,31,blue-collar,married,secondary,1010200,M
40242,39,blue-collar,divorced,primary,217027,M
40243,43,self-employed,married,secondary,3345517,F
40244,33,management,single,tertiary,1355154,M
40245,38,blue-collar,married,primary,3160702,F
40246,28,technician,single,secondary,268943,M
40247,45,admin.,single,secondary,1366993,F
40248,30,blue-collar,single,secondary,2506740,M
40249,45,admin.,married,secondary,708881,M
40250,30,services,single,secondary,3095257,F
40251,30,services,married,secondary,881720,M
40252,34,blue-collar,married,primary,268918,M
40253,24,blue-collar,single,primary,3985295,F
40254,36,entrepreneur,married,secondary,556951,F
40255,29,management,divorced,tertiary,3022000,F
40256,36,blue-collar,single,primary,2395168,F
40257,48,blue-collar,married,secondary,3287174,F
40258,32,blue-collar,married,unknown,2839499,M
40259,28,services,single,secondary,2007655,F
40260,56,blue-collar,married,secondary,1689995,M
40261,40,management,divorced,tertiary,268256,M
40262,47,services,married,secondary,1570279,F
40263,47,blue-collar,single,secondary,3202721,F
40264,29,admin.,single,secondary,1747364,M
40265,58,management,married,primary,1951892,M
40266,31,management,single,secondary,3665919,M
40267,25,blue-collar,single,secondary,3506194,M
40268,29,management,married,tertiary,4779999,M
40269,34,blue-collar,married,secondary,1924511,M
40270,26,blue-collar,married,primary,1139422,M
40271,34,technician,married,secondary,3724590,M
40272,24,technician,single,secondary,266653,F
40273,33,self-employed,single,secondary,4606364,M
40274,27,technician,single,secondary,202624,M
40275,57,retired,married,primary,1638223,M
40276,24,technician,single,secondary,265862,F
40277,28,admin.,single,primary,347582,M
40278,33,blue-collar,married,primary,265723,M
40279,30,blue-collar,single,secondary,2052715,F
40280,28,services,married,secondary,4632141,M
40281,34,blue-collar,single,primary,2307136,M
40282,39,technician,married,secondary,4095473,F
40283,25,blue-collar,single,secondary,3301883,M
40284,51,services,married,primary,2109718,M
40285,24,blue-collar,single,secondary,265409,F
40286,29,blue-collar,married,secondary,1782479,F
40287,32,blue-collar,single,unknown,3195302,F
40288,27,technician,married,tertiary,1598513,M
40289,22,services,married,secondary,418149,F
40290,24,admin.,single,secondary,2067076,F
40291,32,admin.,divorced,secondary,4551156,F
40292,35,services,married,secondary,3104939,M
40293,31,technician,married,secondary,264874,F
40294,31,entrepreneur,married,primary,263361,M
40295,31,admin.,single,secondary,261839,M
40296,32,technician,married,secondary,4303279,M
40297,30,blue-collar,divorced,primary,257079,F
40298,40,services,married,secondary,2743373,M
40299,28,admin.,married,secondary,4831620,F
40300,31,unemployed,single,secondary,3544786,F
40301,31,blue-collar,single,primary,4051592,M
40302,40,blue-collar,married,secondary,3898961,M
40303,28,technician,single,tertiary,445608,M
40304,27,technician,single,secondary,1020217,F
40305,24,entrepreneur,single,secondary,1469803,M
40306,32,admin.,single,tertiary,2793997,M
40307,49,admin.,married,secondary,2646685,M
40308,27,technician,single,secondary,4052549,M
40309,24,services,married,secondary,4652622,M
40310,35,technician,married,secondary,256830,M
40311,28,self-employed,married,secondary,256355,F
40312,40,blue-collar,married,primary,1925794,F
40313,29,blue-collar,single,secondary,3203502,F
40314,57,services,married,secondary,2376173,M
40315,47,admin.,married,secondary,254266,F
40316,36,blue-collar,married,secondary,254228,F
40317,49,admin.,single,secondary,201914,F
40318,24,blue-collar,single,secondary,2916493,F
40319,37,management,single,tertiary,4648406,M
40320,32,technician,single,secondary,253979,M
40321,40,management,married,tertiary,873535,F
40322,26,admin.,single,secondary,2788495,M
40323,33,self-employed,married,secondary,1796433,M
40324,22,services,single,secondary,632431,M
40325,32,blue-collar,single,secondary,1686664,M
40326,37,admin.,single,secondary,404788,F
40327,24,blue-collar,single,secondary,2439115,M
40328,33,management,single,secondary,4852722,F
40329,26,blue-collar,single,secondary,519585,M
40330,28,blue-collar,single,primary,552139,M
40331,24,student,single,secondary,4097619,F
40332,46,services,married,primary,1184645,M
40333,32,technician,single,unknown,253151,F
40334,32,self-employed,single,secondary,1565007,M
40335,33,technician,single,secondary,253083,F
40336,48,blue-collar,divorced,secondary,252520,M
40337,30,admin.,single,secondary,2592942,M
40338,30,blue-collar,single,secondary,2927840,F
40339,35,technician,single,secondary,251036,M
40340,35,technician,single,secondary,4476083,M
40341,38,technician,single,secondary,250030,F
40342,29,blue-collar,married,primary,1410185,F
40343,38,management,divorced,tertiary,249644,F
40344,23,services,single,secondary,518189,M
40345,27,technician,single,secondary,2648044,M
40346,36,blue-collar,married,primary,2719673,F
40347,25,services,married,secondary,4393621,F
40348,24,services,single,secondary,248247,F
40349,31,blue-collar,single,secondary,3820193,M
40350,37,blue-collar,married,unknown,247130,M
40351,29,management,single,tertiary,2408206,M
40352,35,services,single,secondary,3188184,F
40353,43,services,married,tertiary,2945621,M
40354,31,blue-collar,single,secondary,623753,M
40355,42,services,married,secondary,3067391,F
40356,38,technician,married,secondary,1818338,F
40357,26,admin.,single,secondary,3674757,M
40358,27,student,single,secondary,690539,F
40359,28,admin.,single,secondary,4271109,F
40360,38,services,divorced,secondary,4439736,M
40361,29,unemployed,single,tertiary,3000832,M
40362,20,blue-collar,single,secondary,4715493,F
40363,28,blue-collar,married,secondary,3941979,F
40364,46,management,single,tertiary,2338225,F
40365,42,blue-collar,married,secondary,344852,F
40366,45,admin.,divorced,secondary,2760766,M
40367,31,services,single,secondary,3867954,F
40368,37,management,married,tertiary,3692039,M
40369,58,management,divorced,tertiary,1204436,M
40370,32,technician,single,tertiary,878504,F
40371,27,student,single,secondary,2422483,F
40372,59,admin.,married,secondary,3764967,M
40373,45,blue-collar,married,secondary,4620026,M
40374,31,management,single,tertiary,1713452,M
40375,45,admin.,married,secondary,1047132,F
40376,24,management,single,tertiary,683277,M
40377,33,management,married,tertiary,2196070,F
40378,27,management,single,tertiary,4304681,M
40379,39,management,married,secondary,4473743,M
40380,38,self-employed,married,secondary,4488630,M
40381,30,management,married,tertiary,4483856,F
40382,54,technician,married,tertiary,1969527,M
40383,36,technician,single,secondary,4444369,F
40384,55,management,married,unknown,4022052,F
40385,39,technician,married,secondary,1239119,F
40386,43,unemployed,single,unknown,1470174,F
40387,36,management,single,tertiary,342334,M
40388,29,management,single,tertiary,3663248,M
40389,37,admin.,married,secondary,1013866,M
40390,49,unemployed,married,tertiary,3074340,M
40391,37,services,married,secondary,3589642,M
40392,59,management,married,tertiary,4956601,M
40393,47,technician,married,secondary,1665408,M
40394,51,management,married,tertiary,3594206,F
40395,36,blue-collar,single,secondary,1881950,F
40396,27,technician,divorced,secondary,495898,M
40397,34,admin.,married,tertiary,1871551,M
40398,59,management,divorced,tertiary,4757674,M
40399,31,services,single,secondary,1309497,F
40400,28,student,single,secondary,937223,F
40401,39,management,single,tertiary,3910944,F
40402,58,retired,divorced,primary,1325807,M
40403,59,services,single,secondary,3140091,M
40404,58,retired,divorced,primary,4484262,F
40405,60,blue-collar,married,secondary,1000478,M
40406,33,student,single,unknown,2495919,M
40407,43,services,married,secondary,4459730,M
40408,39,technician,married,secondary,1296101,M
40409,39,management,married,tertiary,2244469,M
40410,54,management,married,tertiary,3080811,F
40411,45,management,single,tertiary,4216342,M
40412,36,management,married,tertiary,2513560,M
40413,26,student,single,secondary,3901533,F
40414,35,management,married,tertiary,1110262,M
40415,44,technician,married,secondary,1937898,F
40416,39,management,single,tertiary,532570,M
40417,43,management,divorced,unknown,1619171,F
40418,27,student,single,tertiary,4027049,M
40419,46,services,married,secondary,3875313,F
40420,32,services,single,secondary,262720,F
40421,46,admin.,single,secondary,1893098,F
40422,29,management,single,tertiary,2113481,M
40423,32,management,single,tertiary,2448507,M
40424,36,unemployed,single,tertiary,1345985,M
40425,42,management,married,primary,3104574,F
40426,28,technician,single,secondary,4786953,F
40427,53,blue-collar,married,unknown,242917,M
40428,57,technician,married,secondary,3492692,M
40429,30,entrepreneur,single,tertiary,3785489,M
40430,36,management,married,tertiary,4947914,M
40431,26,technician,married,tertiary,460864,F
40432,40,admin.,married,tertiary,814244,F
40433,38,management,single,tertiary,3109457,F
40434,27,management,single,tertiary,3279859,F
40435,39,unemployed,single,secondary,2249332,M
40436,29,management,single,tertiary,811001,M
40437,21,student,single,primary,1905932,M
40438,31,admin.,single,secondary,4889466,M
40439,35,admin.,single,secondary,1400559,M
40440,43,admin.,single,secondary,497791,F
40441,39,technician,divorced,secondary,4474702,M
40442,54,blue-collar,married,primary,1969923,F
40443,29,admin.,single,secondary,1168299,F
40444,32,technician,single,secondary,4273657,M
40445,38,housemaid,married,secondary,4707476,F
40446,42,technician,married,secondary,4954718,F
40447,37,technician,married,tertiary,250655,F
40448,47,technician,married,secondary,3488314,M
40449,32,technician,married,tertiary,1689222,M
40450,27,student,single,tertiary,3559271,M
40451,32,admin.,married,secondary,1766057,F
40452,33,technician,single,secondary,3846395,M
40453,28,self-employed,single,tertiary,603375,M
40454,49,technician,married,tertiary,531043,M
40455,29,technician,single,secondary,530077,M
40456,60,retired,divorced,tertiary,1051733,F
40457,29,technician,single,secondary,1975931,M
40458,35,technician,single,secondary,2764218,M
40459,26,blue-collar,single,tertiary,4667265,M
40460,26,student,single,unknown,1541156,F
40461,28,unemployed,married,tertiary,4160717,F
40462,34,technician,single,tertiary,549757,F
40463,35,admin.,married,secondary,3539119,F
40464,54,technician,married,secondary,1475302,M
40465,26,student,single,tertiary,2091960,M
40466,26,student,single,tertiary,1739130,M
40467,20,student,single,secondary,1477217,M
40468,36,services,married,tertiary,4005989,M
40469,35,management,single,tertiary,3931410,M
40470,34,housemaid,married,tertiary,3430904,F
40471,35,management,single,tertiary,4280267,M
40472,36,management,single,tertiary,2737038,F
40473,33,admin.,divorced,tertiary,2605244,M
40474,33,services,married,tertiary,1284963,F
40475,28,technician,single,tertiary,1085297,M
40476,28,technician,single,tertiary,2473911,F
40477,30,admin.,married,tertiary,3994479,M
40478,49,technician,divorced,secondary,2781855,M
40479,28,management,single,tertiary,3830901,M
40480,44,services,married,secondary,3492234,M
40481,56,retired,married,tertiary,1240102,M
40482,37,admin.,married,secondary,4598603,M
40483,30,technician,single,secondary,2090997,F
40484,50,services,divorced,secondary,3698138,M
40485,40,technician,married,secondary,3078255,M
40486,37,entrepreneur,married,primary,3858077,M
40487,34,admin.,married,secondary,842762,F
40488,24,blue-collar,single,secondary,4808000,M
40489,34,management,married,secondary,1675606,M
40490,31,admin.,single,tertiary,3896631,F
40491,38,management,married,tertiary,2482419,M
40492,30,blue-collar,single,secondary,3947799,M
40493,56,retired,divorced,tertiary,3215329,F
40494,34,management,single,tertiary,2575206,M
40495,55,retired,married,secondary,1101748,M
40496,30,admin.,married,secondary,1536502,F
40497,45,technician,married,secondary,4466454,F
40498,28,student,married,tertiary,1743480,M
40499,31,admin.,single,secondary,2505832,M
40500,46,unknown,married,primary,335432,F
